proprietaryname,proprietarynamesuffix,nonproprietaryname,dosageformname,routename,startmarketingdate,endmarketingdate,substancename,active_numerator_strength,active_ingred_unit,pharm_classes
PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,SYRUP,ORAL,19881222,,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,10; 6.25,mg/5mL; mg/5mL,"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient],Full Opioid Agonists [MoA],Opioid Agonist [EPC]"
Metoclopramide,,Metoclopramide Hydrochloride,SOLUTION,ORAL,19910601,,METOCLOPRAMIDE HYDROCHLORIDE,5,mg/5mL,"Dopamine D2 Antagonists [MoA],Dopamine-2 Receptor Antagonist [EPC]"
LACTULOSE,,LACTULOSE,SOLUTION,ORAL,19660730,,LACTULOSE,10,g/15mL,"Osmotic Laxative [EPC],Osmotic Activity [MoA],Acidifying Activity [MoA],Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]"
Haloperidol,,Haloperidol,"SOLUTION, CONCENTRATE",ORAL,20091110,,HALOPERIDOL,2,mg/mL,Typical Antipsychotic [EPC]
Sodium Citrate and Citric Acid,,SODIUM CITRATE and CITRIC ACID MONOHYDRATE,SOLUTION,ORAL,19690101,,CITRIC ACID MONOHYDRATE; SODIUM CITRATE,334; 500,mg/5mL; mg/5mL,"Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA],Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA]"
GUAIFENESIN DM,,GUAIFENESIN and DEXTROMETHORPHAN,SYRUP,ORAL,19920701,,DEXTROMETHORPHAN; GUAIFENESIN,10; 100,mg/5mL; mg/5mL,
AMANTADINE HYDROCHLORIDE,,AMANTADINE HYDROCHLORIDE,SOLUTION,ORAL,19950717,,AMANTADINE HYDROCHLORIDE,50,mg/5mL,"Influenza A M2 Protein Inhibitor [EPC],M2 Protein Inhibitors [MoA]"
Fluphenazine Hydrochloride,,Fluphenazine Hydrochloride,"SOLUTION, CONCENTRATE",ORAL,20100901,,FLUPHENAZINE HYDROCHLORIDE,5,mg/mL,"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"
Fluphenazine Hydrochloride,,Fluphenazine Hydrochloride,ELIXIR,ORAL,20100831,,FLUPHENAZINE HYDROCHLORIDE,0.5,mg/mL,"Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]"
Acetaminophen,,Acetaminophen,SOLUTION,ORAL,20070801,,ACETAMINOPHEN,160,mg/5mL,
Trihexyphenidyl Hydrochloride,,Trihexyphenidyl Hydrochloride,SOLUTION,ORAL,19970515,,TRIHEXYPHENIDYL HYDROCHLORIDE,2,mg/5mL,
ETHOSUXIMIDE,,ETHOSUXIMIDE,SOLUTION,ORAL,20001122,,ETHOSUXIMIDE,250,mg/5mL,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
OXYBUTYNIN CHLORIDE,,OXYBUTYNIN CHLORIDE,SYRUP,ORAL,19981218,,OXYBUTYNIN CHLORIDE,5,mg/5mL,"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]"
VALPROIC ACID,,VALPROIC ACID,SOLUTION,ORAL,20050411,,VALPROIC ACID,250,mg/5mL,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE],Mood Stabilizer [EPC]"
Potassium Citrate and Citric Acid,,Potassium Citrate and Citric Acid Monohydrate,SOLUTION,ORAL,19971007,,CITRIC ACID MONOHYDRATE; POTASSIUM CITRATE,334; 1100,mg/5mL; mg/5mL,"Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA],Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA]"
TRICITRATES,,"POTASSIUM CITRATE, SODIUM CITRATE, and CITRIC ACID MONOHYDRATE",SOLUTION,ORAL,20050525,,CITRIC ACID MONOHYDRATE; POTASSIUM CITRATE; SODIUM CITRATE,334; 550; 500,mg/5mL; mg/5mL; mg/5mL,"Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA],Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA],Acidifying Activity [MoA],Calculi Dissolution Agent [EPC],Anti-coagulant [EPC],Decreased Coagulation Factor Activity [PE],Calcium Chelating Activity [MoA]"
Nortriptyline Hydrochloride,,Nortriptyline Hydrochloride,SOLUTION,ORAL,20000823,,NORTRIPTYLINE HYDROCHLORIDE,10,mg/5mL,Tricyclic Antidepressant [EPC]
Fluoxetine,,FLUOXETINE HYDROCHLORIDE,SOLUTION,ORAL,20020130,,FLUOXETINE HYDROCHLORIDE,20,mg/5mL,"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"
Ranitidine,,Ranitidine,SOLUTION,ORAL,20090919,,RANITIDINE,15,mg/mL,"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"
GUAIFENESIN,,GUAIFENESIN,SOLUTION,ORAL,20020901,,GUAIFENESIN,100,mg/5mL,
Sucralfate,,Sucralfate,SUSPENSION,ORAL,20091119,,SUCRALFATE,1,g/10mL,"Aluminum Complex [EPC],Organometallic Compounds [Chemical/Ingredient]"
Prednisolone Sodium Phosphate,,Prednisolone Sodium Phosphate,SOLUTION,ORAL,20050425,,PREDNISOLONE SODIUM PHOSPHATE,15,mg/5mL,"Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]"
Calcium Carbonate,,Calcium Carbonate,SUSPENSION,ORAL,20041201,,CALCIUM CARBONATE,1250,mg/5mL,
Lorazepam,,Lorazepam,LIQUID,ORAL,20101101,,LORAZEPAM,2,mg/mL,"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]"
Hydrocodone Bitartrate and Acetaminophen,,HYDROCODONE BITARTRATE and ACETAMINOPHEN,SOLUTION,ORAL,20130729,,ACETAMINOPHEN; HYDROCODONE BITARTRATE,325; 7.5,mg/15mL; mg/15mL,"Opioid Agonist [EPC],Opioid Agonists [MoA]"
Guaifenesin and Codeine Phosphate,,Guaifenesin and Codeine Phosphate,SOLUTION,ORAL,20061001,,CODEINE PHOSPHATE; GUAIFENESIN,10; 100,mg/5mL; mg/5mL,
CYPROHEPTADINE,,CYPROHEPTADINE,SYRUP,ORAL,20130729,,CYPROHEPTADINE,2,mg/5mL,
Guaifenesin DM,,GUAIFENESIN and DEXTROMETHORPHAN,SOLUTION,ORAL,20100517,,DEXTROMETHORPHAN; GUAIFENESIN,10; 200,mg/5mL; mg/5mL,
POTASSIUM CHLORIDE,,POTASSIUM CHLORIDE,SOLUTION,ORAL,19690101,,POTASSIUM CHLORIDE,1.5,g/15mL,"Potassium Compounds [Chemical/Ingredient],Potassium Salt [EPC]"
Metoclopramide,,Metoclopramide Hydrochloride,SOLUTION,ORAL,19910601,,METOCLOPRAMIDE HYDROCHLORIDE,5,mg/5mL,"Dopamine D2 Antagonists [MoA],Dopamine-2 Receptor Antagonist [EPC]"
GUAIFENESIN,,GUAIFENESIN,SOLUTION,ORAL,20020901,,GUAIFENESIN,100,mg/5mL,
Mag-AL Liquid,,Aluminum Hydroxide and Magnesium Hydroxide,SUSPENSION,ORAL,20040114,,ALUMINUM HYDROXIDE; MAGNESIUM HYDROXIDE,200; 200,mg/5mL; mg/5mL,
Mag-AL Plus,,"Aluminum Hydroxide, Magnesium Hydroxide, and Simethicone",SUSPENSION,ORAL,20040114,,ALUMINUM HYDROXIDE; DIMETHICONE; MAGNESIUM HYDROXIDE,200; 20; 200,mg/5mL; mg/5mL; mg/5mL,
Mag-AL Plus,XS,"Aluminum Hydroxide, Magnesium Hydroxide, and Dimethicone",SUSPENSION,ORAL,20040114,,ALUMINUM HYDROXIDE; DIMETHICONE; MAGNESIUM HYDROXIDE,400; 40; 400,mg/5mL; mg/5mL; mg/5mL,
Guaifenesin and Codeine Phosphate,,Guaifenesin and Codeine Phosphate,SOLUTION,ORAL,20061001,,CODEINE PHOSPHATE; GUAIFENESIN,10; 100,mg/5mL; mg/5mL,
Childrens Acetaminophen,,Acetaminophen,SUSPENSION,ORAL,20141001,,ACETAMINOPHEN,160,mg/5mL,
Childrens Ibuprofen,,Ibuprofen,SUSPENSION,ORAL,20141201,,IBUPROFEN,100,mg/5mL,
LACTULOSE,,LACTULOSE,SOLUTION,ORAL,19660730,,LACTULOSE,10,g/15mL,"Osmotic Laxative [EPC],Osmotic Activity [MoA],Acidifying Activity [MoA],Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]"
Hydrocodone Bitartrate and Acetaminophen,,HYDROCODONE BITARTRATE and ACETAMINOPHEN,SOLUTION,ORAL,20110101,,ACETAMINOPHEN; HYDROCODONE BITARTRATE,167; 2.5,mg/5mL; mg/5mL,"Opioid Agonist [EPC],Opioid Agonists [MoA]"
VALPROIC ACID,,VALPROIC ACID,SOLUTION,ORAL,20050411,,VALPROIC ACID,250,mg/5mL,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE],Mood Stabilizer [EPC]"
Fluoxetine,,FLUOXETINE HYDROCHLORIDE,SOLUTION,ORAL,20020201,,FLUOXETINE HYDROCHLORIDE,20,mg/5mL,"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"
Ranitidine,,Ranitidine,SOLUTION,ORAL,20090919,,RANITIDINE,15,mg/mL,"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"
Calcium Carbonate,,Calcium Carbonate,SUSPENSION,ORAL,20041201,,CALCIUM CARBONATE,1250,mg/5mL,
Hydrocodone Bitartrate and Acetaminophen,,HYDROCODONE BITARTRATE and ACETAMINOPHEN,SOLUTION,ORAL,20080818,,ACETAMINOPHEN; HYDROCODONE BITARTRATE,163; 5,mg/7.5mL; mg/7.5mL,"Opioid Agonist [EPC],Opioid Agonists [MoA]"
Hydrocodone Bitartrate and Acetaminophen,,HYDROCODONE BITARTRATE and ACETAMINOPHEN,SOLUTION,ORAL,20130729,,ACETAMINOPHEN; HYDROCODONE BITARTRATE,325; 7.5,mg/15mL; mg/15mL,"Opioid Agonist [EPC],Opioid Agonists [MoA]"
Ibuprofen,,IBUPROFEN,SUSPENSION,ORAL,20040923,,IBUPROFEN,100,mg/5mL,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"
Megestrol Acetate,,MEGESTROL ACETATE,SUSPENSION,ORAL,20060707,,MEGESTROL ACETATE,40,mg/mL,"Progesterone Congeners [Chemical/Ingredient],Progestin [EPC]"
Cetirizine Hydrochloride,,Cetirizine Hydrochloride,SYRUP,ORAL,20090915,,CETIRIZINE HYDROCHLORIDE,5,mg/5mL,
Nystatin,,Nystatin,SUSPENSION,ORAL,20090601,,NYSTATIN,100000,[USP'U]/mL,"Polyene Antifungal [EPC],Polyenes [Chemical/Ingredient]"
CYPROHEPTADINE,,CYPROHEPTADINE,SYRUP,ORAL,20130729,,CYPROHEPTADINE,2,mg/5mL,
Sulfamethoxazole and Trimethoprim,,Sulfamethoxazole and Trimethoprim,SUSPENSION,ORAL,20080702,,SULFAMETHOXAZOLE; TRIMETHOPRIM,200; 40,mg/5mL; mg/5mL,"Sulfonamide Antimicrobial [EPC],Sulfonamides [Chemical/Ingredient],Cytochrome P450 2C9 Inhibitors [MoA],Dihydrofolate Reductase Inhibitor Antibacterial [EPC],Dihydrofolate Reductase Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Organic Cation Transporter 2 Inhibitors [MoA]"
Theophylline,,THEOPHYLLINE ANHYDROUS,SOLUTION,ORAL,20081103,,THEOPHYLLINE ANHYDROUS,80,mg/15mL,"Methylxanthine [EPC],Xanthines [Chemical/Ingredient]"
LEVETIRACETAM,,LEVETIRACETAM,SOLUTION,ORAL,20090211,,LEVETIRACETAM,100,mg/mL,Decreased Central Nervous System Disorganized Electrical Activity [PE]
Pink Bismuth,,Bismuth Subsalicylate,SUSPENSION,ORAL,20090920,,BISMUTH SUBSALICYLATE,262,mg/15mL,
Guaifenesin DM,,GUAIFENESIN and DEXTROMETHORPHAN,SOLUTION,ORAL,20100517,,DEXTROMETHORPHAN; GUAIFENESIN,10; 200,mg/5mL; mg/5mL,
Hydrocodone Bitartrate and Homatropine Methylbromide,,Hydrocodone Bitartrate and Homatropine Methylbromide,SYRUP,ORAL,20091228,,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,1.5; 5,mg/5mL; mg/5mL,"Opioid Agonist [EPC],Opioid Agonists [MoA]"
Hydroxyzine Hydrochloride,,Hydroxyzine Hydrochloride,SYRUP,ORAL,20150101,,HYDROXYZINE HYDROCHLORIDE,10,mg/5mL,"Antihistamine [EPC],Histamine Receptor Antagonists [MoA]"
PreviDent,5000 Dry Mouth,Sodium fluoride,"GEL, DENTIFRICE",DENTAL,20090706,,SODIUM FLUORIDE,13.5,mg/mL,
Colgate,Dry Mouth Relief,SODIUM FLUORIDE,RINSE,DENTAL,20110114,,SODIUM FLUORIDE,2.1,mg/10mL,
PreviDent 5000 Enamel Protect,,SODIUM FLUORIDE and POTASSIUM NITRATE,"GEL, DENTIFRICE",DENTAL,20110330,,POTASSIUM NITRATE; SODIUM FLUORIDE,57.5; 12.7,mg/mL; mg/mL,
Colgate Total,Freshmint,CETYLPYRIDINIUM CHLORIDE,MOUTHWASH,DENTAL,20100701,,CETYLPYRIDINIUM CHLORIDE,10.5,mg/20mL,
Colgate Total,Peppermint,CETYLPYRIDINIUM CHLORIDE,MOUTHWASH,DENTAL,20100701,,CETYLPYRIDINIUM CHLORIDE,10.5,mg/20mL,
Colgate Total,Gentle Care Softmint,CETYLPYRIDINIUM CHLORIDE,MOUTHWASH,DENTAL,20100701,,CETYLPYRIDINIUM CHLORIDE,10.5,mg/20mL,
Colgate Total,Whitening Sparklemint,CETYLPYRIDINIUM CHLORIDE,MOUTHWASH,DENTAL,20100701,,CETYLPYRIDINIUM CHLORIDE,10.5,mg/20mL,
Colgate Cavity Protection,Great Regular Flavor,Sodium Monofluorophosphate,PASTE,DENTAL,20120203,,SODIUM MONOFLUOROPHOSPHATE,11.4,mg/g,
Colgate,Orabase,Benzocaine,"PASTE, DENTIFRICE",TOPICAL,20100831,,BENZOCAINE,0.02,g/g,
PreviDent,5000 Sensitive,Sodium fluoride,"GEL, DENTIFRICE",DENTAL,20090706,,POTASSIUM NITRATE; SODIUM FLUORIDE,57.5; 12.7,mg/mL; mg/mL,"Potassium Compounds [Chemical/Ingredient],Potassium Salt [EPC]"
PreviDent,5000 Enhanced with Calcium Mint,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20121101,,SODIUM FLUORIDE,11,mg/mL,
PreviDent,5000 Enhanced with Calcium Mint,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20121101,,SODIUM FLUORIDE,11,mg/mL,
PreviDent,5000 Booster,Sodium fluoride,"GEL, DENTIFRICE",DENTAL,20090706,,SODIUM FLUORIDE,13.4,mg/mL,
PreviDent,5000 Booster,Sodium fluoride,"GEL, DENTIFRICE",DENTAL,20090706,,SODIUM FLUORIDE,13.4,mg/mL,
Orabase Benzocaine,Purple Ice,Benzocaine,"PASTE, DENTIFRICE",DENTAL,20120801,,BENZOCAINE,19.8,mg/g,
PreviDent,,Sodium Fluoride,"GEL, DENTIFRICE",DENTAL,20120829,,SODIUM FLUORIDE,11,mg/g,
Phos-Flur,,Sodium Fluoride,"GEL, DENTIFRICE",DENTAL,20120829,,SODIUM FLUORIDE,11,mg/g,
Phos-Flur Ortho Defense,,SODIUM FLUORIDE,RINSE,DENTAL,20110112,,SODIUM FLUORIDE,4.42,mg/10mL,
Phos-Flur Ortho Defense,,SODIUM FLUORIDE,RINSE,DENTAL,20110215,,SODIUM FLUORIDE,4.42,mg/10mL,
Phos-Flur Ortho Defense,,SODIUM FLUORIDE,RINSE,DENTAL,20110211,,SODIUM FLUORIDE,4.42,mg/10mL,
PreviDent,,Sodium Fluoride,MOUTHWASH,DENTAL,20120829,,SODIUM FLUORIDE,2,mg/mL,
Periogard,,Chlorhexidine Gluconate,LIQUID,ORAL,20100302,,CHLORHEXIDINE GLUCONATE,1.2,mg/mL,Decreased Cell Wall Integrity [PE]
PreviDent,5000 Plus Fruitastic,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20120829,,SODIUM FLUORIDE,11,mg/mL,
PreviDent,5000 Plus Spearmint,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20120829,,SODIUM FLUORIDE,11,mg/mL,
PreviDent,5000 Plus Spearmint,Sodium Fluoride,"PASTE, DENTIFRICE",DENTAL,20120829,,SODIUM FLUORIDE,11,mg/mL,
PreviDent,,Sodium Fluoride,"GEL, DENTIFRICE",DENTAL,20120829,,SODIUM FLUORIDE,11,mg/g,
Vimpat,,lacosamide,INJECTION,INTRAVENOUS,20090526,,LACOSAMIDE,10,mg/mL,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Vimpat,,lacosamide,KIT,,20090526,,,,,
Vimpat,,lacosamide,"TABLET, FILM COATED",ORAL,20090526,,LACOSAMIDE,50,mg/1,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Vimpat,,lacosamide,"TABLET, FILM COATED",ORAL,20090526,,LACOSAMIDE,100,mg/1,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Vimpat,,lacosamide,"TABLET, FILM COATED",ORAL,20090526,,LACOSAMIDE,150,mg/1,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Vimpat,,lacosamide,"TABLET, FILM COATED",ORAL,20090526,,LACOSAMIDE,200,mg/1,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Venlafaxine Hydrochloride,,venlafaxine hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20100429,,VENLAFAXINE HYDROCHLORIDE,37.5,mg/1,"Norepinephrine Uptake Inhibitors [MoA],Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"
Venlafaxine Hydrochloride,,venlafaxine hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20100429,,VENLAFAXINE HYDROCHLORIDE,75,mg/1,"Norepinephrine Uptake Inhibitors [MoA],Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"
Venlafaxine Hydrochloride,,venlafaxine hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20100429,,VENLAFAXINE HYDROCHLORIDE,150,mg/1,"Norepinephrine Uptake Inhibitors [MoA],Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"
Venlafaxine Hydrochloride,,venlafaxine hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20100429,,VENLAFAXINE HYDROCHLORIDE,225,mg/1,"Norepinephrine Uptake Inhibitors [MoA],Serotonin and Norepinephrine Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"
Vimpat,,lacosamide,SOLUTION,ORAL,20100420,,LACOSAMIDE,10,mg/mL,"Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]"
Fleet,,Glycerin,SUPPOSITORY,RECTAL,19841101,,GLYCERIN,2,g/1,
Fleet,,Glycerin,SUPPOSITORY,RECTAL,19841101,,GLYCERIN,2,g/1,
Fleet,,Glycerin,SUPPOSITORY,RECTAL,19841101,,GLYCERIN,2,g/1,
Pedia-Lax,,Glycerin,SUPPOSITORY,RECTAL,20080301,,GLYCERIN,1,g/1,
Pedia-Lax,,Docusate Sodium,LIQUID,ORAL,20080301,,DOCUSATE SODIUM,50,mg/118mL,
Fleet,,Glycerin,LIQUID,RECTAL,20020603,,GLYCERIN,5.4,g/1,
Pedia-Lax,,Glycerin,LIQUID,RECTAL,20080301,,GLYCERIN,2.8,g/1,
Boudreauxs,,Dimethicone,CREAM,TOPICAL,20141101,,DIMETHICONE,4.4,g/44g,
Fleet,,"sodium phosphate, dibasic and sodium phosphate, monobasic",ENEMA,RECTAL,20020510,,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC",7; 19,g/133mL; g/133mL,
Fleet,,"sodium phosphate, dibasic and sodium phosphate, monobasic",ENEMA,RECTAL,20040625,,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC",7; 19,g/230mL; g/230mL,
Pedia-Lax,,"sodium phosphate, dibasic and sodium phosphate, monobasic",ENEMA,RECTAL,20020510,,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC",3.5; 9.5,g/66mL; g/66mL,
PHAZYME,,Simethicone,"CAPSULE, GELATIN COATED",ORAL,20120201,,DIMETHICONE,180,mg/1,
PHAZYME,,Simethicone,"CAPSULE, GELATIN COATED",ORAL,20140401,,DIMETHICONE,250,mg/1,
PHAZYME,,Simethicone,"CAPSULE, GELATIN COATED",ORAL,20140401,,DIMETHICONE,250,mg/1,
PHAZYME,,Simethicone,"CAPSULE, GELATIN COATED",ORAL,20140401,,DIMETHICONE,250,mg/1,
Fleet,,Mineral Oil,ENEMA,RECTAL,20020501,,MINERAL OIL,118,mL/118mL,
Boudreauxs,,Zinc Oxide,CREAM,TOPICAL,20120201,,ZINC OXIDE,40,g/113g,
Boudreauxs,,Zinc Oxide,CREAM,TOPICAL,20120201,,ZINC OXIDE,16,g/113g,
Boudreauxs,,Zinc Oxide,CREAM,TOPICAL,20120201,,ZINC OXIDE,16,g/113g,
Pedia-Lax,,Magnesium Hydroxide,"TABLET, CHEWABLE",ORAL,20080301,,MAGNESIUM HYDROXIDE,400,mg/1,
Fleet,,Bisacodyl,ENEMA,RECTAL,20020510,,BISACODYL,10,mg/37mL,
Fleet,,Bisacodyl,TABLET,ORAL,20020605,,BISACODYL,5,mg/1,
Fleet,,Docusate Sodium,"CAPSULE, GELATIN COATED",ORAL,20020630,,DOCUSATE SODIUM,100,mg/601,
Summers Eve,,POVIDONE-IODINE,DOUCHE,VAGINAL,20020510,,POVIDONE-IODINE,4,g/133mL,
Sominex,,diphenhydramine HCl,TABLET,ORAL,20101108,20170930,DIPHENHYDRAMINE HYDROCHLORIDE,25,mg/1,
Sominex,,diphenhydramine HCl,TABLET,ORAL,20101108,20150731,DIPHENHYDRAMINE HYDROCHLORIDE,50,mg/1,
TUMS,,calcium carbonate,TABLET,ORAL,20100310,,CALCIUM CARBONATE,500,mg/1,
TUMS,,calcium carbonate,TABLET,ORAL,20100310,,CALCIUM CARBONATE,500,mg/1,
TUMS,EX,calcium carbonate,TABLET,ORAL,20100118,,CALCIUM CARBONATE,750,mg/1,
TUMS,EX,calcium carbonate,TABLET,ORAL,20100118,,CALCIUM CARBONATE,750,mg/1,
VIVARIN,,caffeine,TABLET,ORAL,20101108,20150831,CAFFEINE,200,mg/1,
CITRUCEL,,methylcellulose,"POWDER, FOR SOLUTION",ORAL,20100916,,METHYLCELLULOSE (4000 MPA.S),2,g/19g,
CITRUCEL,,methylcellulose,"POWDER, FOR SOLUTION",ORAL,20100916,,METHYLCELLULOSE (4000 MPA.S),2,g/10.2g,
GAVISCON,,aluminum hydroxide and magnesium carbonate,LIQUID,ORAL,20110114,,ALUMINUM HYDROXIDE; MAGNESIUM CARBONATE,95; 358,mg/15mL; mg/15mL,
GAVISCON,,aluminum hydroxide and magnesium carbonate,LIQUID,ORAL,20110114,,ALUMINUM HYDROXIDE; MAGNESIUM CARBONATE,254; 237.5,mg/5mL; mg/5mL,
Gaviscon,Regular Strength,aluminum hydroxide and magnesium trisilicate,"TABLET, CHEWABLE",ORAL,20110613,,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE,80; 14.2,mg/1; mg/1,
Gaviscon,Extra Strength,aluminum hydroxide and magnesium carbonate,"TABLET, CHEWABLE",ORAL,20110613,,ALUMINUM HYDROXIDE; MAGNESIUM CARBONATE,160; 105,mg/1; mg/1,
TUMS,ULTRA,calcium carbonate,"TABLET, CHEWABLE",ORAL,20100212,,CALCIUM CARBONATE,1000,mg/1,
Aquafresh,,sodium monofluorophosphate,PASTE,DENTAL,20110128,,SODIUM MONOFLUOROPHOSPHATE,1.1,mg/g,
Aquafresh,Cavity Protection,sodium monofluorophosphate,PASTE,DENTAL,20110128,,SODIUM MONOFLUOROPHOSPHATE,1.5,mg/g,
Aquafresh,Cavity Protection,sodium monofluorophosphate,PASTE,DENTAL,20110128,,SODIUM MONOFLUOROPHOSPHATE,1.5,mg/g,
AQUAFRESH,SENSITIVE MAXIMUM STRENGTH,potassium nitrate and sodium fluoride,PASTE,DENTAL,20110329,,POTASSIUM NITRATE; SODIUM FLUORIDE,50; 1.5,mg/g; mg/g,
PANADOL,Extra Strength,acetaminophen,TABLET,ORAL,20110318,,ACETAMINOPHEN,500,mg/1,
PANADOL,Extra Strength,acetaminophen,"TABLET, FILM COATED",ORAL,20110318,,ACETAMINOPHEN,500,mg/1,
TUMS,EX,calcium carbonate,TABLET,ORAL,20100118,,CALCIUM CARBONATE,750,mg/1,
NICODERM,CQ,nicotine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110512,,NICOTINE,21,mg/24h,
TAGAMET,HB,cimetidine,TABLET,ORAL,20100319,20150930,CIMETIDINE,200,mg/1,
PANADOL,PM,acetaminophen and diphenhydramine HCl,"TABLET, FILM COATED",ORAL,20110323,,ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE,500; 25,mg/1; mg/1,
TUMS,EX,calcium carbonate,TABLET,ORAL,20100118,,CALCIUM CARBONATE,750,mg/1,
Nicorette,Original,nicotine polacrilex,"GUM, CHEWING",ORAL,20090629,,NICOTINE,2,mg/1,
Nicorette,Original,nicotine polacrilex,"GUM, CHEWING",ORAL,20090629,,NICOTINE,4,mg/1,
TUMS,EX,calcium carbonate,TABLET,ORAL,20100118,,CALCIUM CARBONATE,750,mg/1,
AQUAFRESH,TARTAR CONTROL WHITENING,sodium fluoride,PASTE,DENTAL,20110325,,SODIUM FLUORIDE,1.1,mg/g,
TUMS,ULTRA,calcium carbonate,"TABLET, CHEWABLE",ORAL,20100212,,CALCIUM CARBONATE,1000,mg/1,
TUMS,ULTRA,calcium carbonate,"TABLET, CHEWABLE",ORAL,20100212,,CALCIUM CARBONATE,1000,mg/1,
NICODERM,CQ,nicotine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110512,,NICOTINE,21,mg/24h,
NICODERM,CQ,nicotine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110512,,NICOTINE,14,mg/24h,
NICODERM,CQ,nicotine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110512,,NICOTINE,7,mg/24h,
CITRUCEL,,methylcellulose,TABLET,ORAL,20100201,,METHYLCELLULOSE (4000 MPA.S),500,mg/1,
